"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"celkove_hodnotenie";"maturity";"testovanie9";"matematika";"vyucovaci_jazyk";"cudzie_jazyky";"mimoriadne_vysledky";"nezamestnanost_absolventov";"vysledky_inspekcie";"ucasti_na_sutaziach";"prijimanie_na_VS";"pedagogicky_zbor";"financne_zdroje"
"744";"Trnavskı";"Trnava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ";"Komenského 1";"Trnava";"91731";"4,6087043762207";"6,75266571044922";;"4,09697532653809";"8,38351745605469";"5,73400268554687";"0,968439292907715";"3,62158813476562";;;"9,27963027954102";"2,0243127822876";"5,42540283203125"
"745";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Koniarekova 17";"Trnava";"91850";"3,79506530761719";"2,50303535461426";;"0";"3,54683265686035";"1,42444477081299";"0";"5,5877025604248";;;"1,99442596435547";"4,70360221862793";"5,10712547302246"
"746";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kornela Mahra 11";"Trnava";"91708";"6,2132266998291";;"6,58312835693359";"7,04194107055664";"6,12431640625";;"2,92860012054443";;"6,16259155273437";;;"3,00662689208984";"7,24165267944336"
"747";"Trnavskı";"Trnava";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı a Nemeckı bil.";"Stredná odborná škola";"Obchodná akadémia";"Kukuèínova 2";"Trnava";"91729";"8,26911773681641";"8,90566024780273";;"9,80929565429688";"10";"7,78413772583008";"2,39867935180664";"8,93397216796875";;;"8,45850677490234";"3,11242408752441";"5,51090660095215"
"748";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Lomonosovova 6";"Trnava";"91854";"4,16899871826172";"2,86955451965332";;"0";"2,96408672332764";"2,76777858734131";"0,502354049682617";"5,94188270568848";"2,07933292388916";;"3,72146072387695";"4,0871280670166";"3,6969856262207"
"749";"Trnavskı";"Trnava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Lomonosovova 7";"Trnava";"91708";"5,88748779296875";"7,02843322753906";;"5,25830993652344";"8,73485488891601";"5,60905570983887";"2,81645736694336";"5,58893775939941";;;"8,9336181640625";"2,6709545135498";"5,6430721282959"
"752";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Maxima Gorkého 21";"Trnava";"91702";"4,41485710144043";;"5,3986198425293";"5,17262916564941";"5,62461013793945";;"0";;"5,69551239013672";;;"2,83997097015381";"6,72753295898437"
"753";"Trnavskı";"Trnava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Mozartova 10";"Trnava";"91701";;;;;;;;;;;;;
"754";"Trnavskı";"Trnava";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J.Hollého";"Na hlinách 30";"Trnava";"91726";"7,55601043701172";"7,86179580688477";;"6,31476097106934";"8,21313858032227";"8,14655303955078";"7,28470230102539";"6,98491134643555";;;"5,52620124816895";"1,0251784324646";"7,07512741088867"
"755";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám.Sl.Uè.Tovarišst. 12";"Trnava";"91701";"7,82636795043945";;"9,63010559082031";"9,81456680297851";"9,44564361572266";;"0,706146192550659";;"5,8711612701416";;;"2,00170230865479";"7,39291915893555"
"756";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Sibírska 1";"Trnava";"91701";"4,39338111877441";"5,3232120513916";;"2,8095911026001";"5,09637718200684";"5,74827537536621";"0,607567501068115";"4,40667877197266";"3,24394798278809";;"6,06483612060547";"1,73411197662354";"5,78187866210938"
"758";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Spartakovská 5";"Trnava";"91701";"5,88027305603027";;"7,11884536743164";"7,02688751220703";"7,21003646850586";;"0";;;;;"2,46071033477783";"7,04844589233398"
"760";"Trnavskı";"Trnava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štefánikova 2";"Trnava";"91701";;;;;;;;;;;;;
"761";"Trnavskı";"Trnava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ dopravná";"Študentská 23";"Trnava";"91845";"6,46083068847656";"6,77252731323242";;"6,58454971313477";"7,53595275878906";"6,00620460510254";"3,45852203369141";"6,81193466186523";;;"9,06431198120117";"2,83907623291016";"5,63649940490723"
"763";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vanèurova 38";"Trnava";"91701";"7,55338134765625";;"9,48056640625";"9,57932586669922";"9,38180694580078";;"0";;"5,9790657043457";;;"2,78851490020752";"7,30347671508789"
"764";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"SOŠ po¾n. a slu. na v.";"Zavarská 9";"Trnava";"91728";"4,92327423095703";"5,14169921875";;"0";"6,73509750366211";"3,38232192993164";"3,58567886352539";"5,0160530090332";"0";;"6,42362594604492";"3,59218139648438";"4,13797607421875"
"765";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ivana Krasku 29";"Trnava";"91705";"5,86903457641602";;"7,14749069213867";"7,00191955566406";"7,29306182861328";;"0";;"8,0048828125";;;"3,2280574798584";"6,81480178833008"
"766";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"OU pri špec. vıchov. zariadení";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište RDM";"Trstín 335";"Trstín";"91905";;;;;;;"2,97520656585693";;;;;"8,08733215332031";
"767";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"ŠZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Špeciálna ZŠ pri RDD";"Trstín 345";"Trstín";"91905";;;;;;;;;;;;;
"768";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Trstín 457";"Trstín";"91905";"5,68541107177734";;"7,00358047485352";"6,2721996307373";"7,73496170043945";;"0";;;;;"5,48701019287109";"6,69010162353516"
"769";"Trnavskı";"Trnava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vlèkovce 1";"Vlèkovce";"91923";;;;;;;"0";;"7,03783340454102";;;;"4,37545585632324"
"770";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Voderady 160";"Voderady";"91942";"6,70723419189453";;"8,43823699951172";"8,90523376464844";"7,971240234375";;"0";;"8,14685363769531";;;"4,33356704711914";"6,84332427978516"
"771";"Trnavskı";"Trnava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Voderady 160";"Voderady";"91942";;;;;;;;;;;;;
"772";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Športová 33";"Zavar";"91926";"5,28935394287109";;"6,58955993652344";"5,6721378326416";"7,506982421875";;"0";;;;;"3,186594581604";"6,94187850952148"
"773";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zeleneè 223";"Zeleneè";"91921";"6,12406883239746";;"7,37811431884766";"6,71879196166992";"8,03743591308594";;"0";;"7,82473831176758";;;"4,67703399658203";"5,9163257598877"
"774";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Duklianska 1";"Bánovce nad Bebravou";"95701";"8,54675750732422";;"8,73419036865234";"9,33590698242188";"8,13247299194336";;"7,79297027587891";;"7,65981826782227";;;"3,54350929260254";"7,13985137939453"
"775";"Trenèiansky";"Bánovce nad Bebravou";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Farská 7";"Bánovce nad Bebravou";"95701";"3,88248138427734";"4,96686668395996";;"4,12811508178711";"5,23229446411133";"4,8246826171875";"0";"3,79146919250488";;;"6,52098159790039";"3,12824859619141";"4,54567527770996"
"776";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Gorazdova 6";"Bánovce nad Bebravou";"95704";"6,47040405273438";;"7,17350006103516";"6,98108062744141";"7,36591949462891";;"2,46551494598389";;"8,12054214477539";;;"2,47753257751465";"6,99181442260742"
"777";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"J. A. Komenského 1";"Bánovce nad Bebravou";"95704";"6,7391242980957";;"7,65152740478516";"7,28714828491211";"8,01590728759766";;"2,87081642150879";;"6,05643119812012";;;"4,10644760131836";"7,08747177124023"
"778";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Novomeského 3";"Bánovce nad Bebravou";"95704";;;;;;;;;;;;;
"779";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Partizánska 6";"Bánovce nad Bebravou";"95701";"6,17247581481934";;"7,56715698242188";"7,55070190429687";"7,58361282348633";;"0,397883939743042";;"8,84060211181641";;;"3,04003219604492";"6,64666748046875"
"781";"Trenèiansky";"Bánovce nad Bebravou";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Radlinského 1605";"Bánovce nad Bebravou";"95701";;;;;;;;;;;;;
"782";"Trenèiansky";"Bánovce nad Bebravou";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Radlinského 1605";"Bánovce nad Bebravou";"95701";;;;;;;;;;;;;
"783";"Trenèiansky";"Bánovce nad Bebravou";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. Jesenského";"Radlinského 2";"Bánovce nad Bebravou";"95701";"6,37397270202637";"7,32118072509766";;"6,92887573242187";"7,28542327880859";"7,48907928466797";"2,4774772644043";"6,43857040405273";"6,44821624755859";;"6,38459396362305";"2,43882865905762";"7,49872589111328"
"784";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 29";"Bánovce nad Bebravou";"95701";"5,72341346740723";;"6,95654220581055";"6,92131500244141";"6,99176940917969";;"0";;"6,07945442199707";;;"2,97180347442627";"6,86756591796875"
"785";"Trenèiansky";"Bánovce nad Bebravou";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"ZŠint.iaci s naruš.kom";"Brezolupy 30";"Brezolupy";"95701";;;;;;;;;;;;;
"786";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dvorec 63";"Dvorec";"95655";;;;;;;"0";;"9,36335220336914";;;"5,55716247558594";"5,12708206176758"
"787";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Podluany 36";"Podluany";"95652";;;;;;;;;;;;;
"788";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rybany 355";"Rybany";"95636";"3,35213661193848";;"3,24750366210937";"3,95010299682617";"2,54490413665771";;"0";;"4,13861465454102";;;"5,41143608093262";"5,71205101013184"
"789";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Slatina nad Bebravou 154";"Slatina nad Bebravou";"95653";"6,35797271728516";;"6,72967529296875";"6,65386505126953";"6,80548477172852";;"3,99366073608398";;"8,17272720336914";;;"6,31970405578613";"5,01181983947754"
"790";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Šišov 74";"Šišov";"95638";"5,32169075012207";;"5,79568481445312";"6,48523483276367";"5,10613441467285";;"3,99636688232422";;"5,82957229614258";;;"5,83259620666504";"5,0474796295166"
"791";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"SNP 5";"Uhrovec";"95641";"7,18083648681641";;"8,6635498046875";"8,12955551147461";"9,19754486083984";;"0,813892555236816";;"7,64402465820312";;;"4,25069084167481";"5,44864768981934"
"792";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zlatníky 62";"Zlatníky";"95637";"5,42375679016113";;"5,89237213134766";"5,48528213500977";"6,29946212768555";;"0";;;;;"5,80840797424316";"5,7509162902832"
"793";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štúrova 276";"Bolešov";"01853";"5,71060943603516";;"6,79927749633789";"6,97065582275391";"6,62789916992188";;"0";;"7,81257858276367";;;"4,3078369140625";"7,50041427612305"
"794";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èervenı Kameò 228";"Èervenı Kameò";"01856";;;;;;;"3,63636360168457";;;;;;
"795";"Trenèiansky";"Ilava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stred.priemyselná škola";"Obrancov mieru 1";"Dubnica nad Váhom";"01841";"6,64450607299805";"7,15126190185547";;"6,64585037231445";"7,89084548950195";"6,52210235595703";"2,59670906066895";"7,04866027832031";;;"8,00498657226563";"3,36264762878418";"4,63442802429199"
"796";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Obrancov mieru 356";"Dubnica nad Váhom";"01841";;;;;;;;;;;;;
"797";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sídlisko Centrum I 32";"Dubnica nad Váhom";"01841";"6,92322387695313";;"6,86912689208984";"7,14426422119141";"6,59399032592773";;"5,05721893310547";;;;;"3,14229106903076";"7,37645034790039"
"798";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ Pavla Demitru";"Sídlisko Centrum II 87";"Dubnica nad Váhom";"01841";"6,83071212768555";;"5,52406616210938";"5,5364315032959";"5,51170043945312";;"9,25973434448242";;"8,22779693603516";;;"2,91957874298096";"7,13782958984375"
"799";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sídlisko Pod hájom 967";"Dubnica nad Váhom";"01841";"7,53832321166992";;"9,20785369873047";"9,22367935180664";"9,19202880859375";;"1,46520280838013";;"8,0526237487793";;;"1,26417255401611";"7,13080291748047"
"800";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Školská 386/1";"Dubnica nad Váhom";"01841";;;;;;;;;;;;;
"801";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Školská 386/1";"Dubnica nad Váhom";"01841";;;;;;;;;;;;;
"802";"Trenèiansky";"Ilava";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Školská 2";"Dubnica nad Váhom";"01841";"6,85548553466797";"8,08705902099609";;"8,84140243530273";"8,66009750366211";"7,27633666992188";"5,60559959411621";"4,64964179992676";"8,76802062988281";;"4,21976318359375";"2,05407199859619";"7,22258071899414"
"804";"Trenèiansky";"Ilava";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Štúrova 23";"Dubnica nad Váhom";"01841";"4,57582397460938";"3,6005428314209";;"1,38729391098022";"4,29296035766602";"2,97855072021484";"1,17870025634766";"6,0354736328125";;;"3,9468017578125";"4,24599227905273";"2,02601222991943"
"805";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dulov 71";"Dulov";"01852";;;;;;;"0";;"5,86768379211426";;;"7,71478652954102";
"806";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Horná Poruba 84";"Horná Poruba";"01835";;;;;;;"0";;;;;"5,9101505279541";"5,63204383850098"
"807";"Trenèiansky";"Ilava";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Hviezdoslavova 17";"Ilava";"01901";"7,30562133789063";"7,461767578125";;"0";"10";"4,92353439331055";"0";"8,64182815551758";;;;"1,87806835174561";"6,63211822509766"
"808";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Medòanská 5";"Ilava";"01901";"5,85130958557129";;"6,48482666015625";"6,01491622924805";"6,95473785400391";;"2,6922212600708";;"7,7644401550293";;;"3,17674732208252";"7,29939651489258"
"809";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Pivovarská 62";"Ilava";"01901";;;;;;;;;;;;;
"810";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Pivovarská 80";"Ilava";"01901";;;;;;;;;;;;;
"811";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská ulica 1";"Košeca";"01864";"5,70362205505371";;"6,80049285888672";"6,1161808013916";"7,48480529785156";;"0";;;;;"4,1483268737793";"7,16490707397461"
"812";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská ulica 1";"Košeca";"01864";;;;;;;;;;;;;
"813";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Košecké Podhradie 301";"Košecké Podhradie";"01831";;;;;;;"0";;"3,98421249389648";;;;"5,3654411315918"
"814";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište intern";"Hviezdoslavova 668";"Ladce";"01863";;;;;;;"5,20958518981934";"3,51504936218262";;;;"6,99732208251953";"0,0239242762327194"
"815";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Váska 399";"Ladce";"01863";"5,22851409912109";;"5,93493957519531";"5,51012191772461";"6,35975685119629";;"0";;"7,24987411499023";;;"3,67964477539063";"6,9673583984375"
"816";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Mikušovce 16";"Mikušovce";"01857";"5,59537086486816";;"5,45182495117187";"5,66847877502441";"5,23517112731934";;"4,05002975463867";;"6,10580863952637";;;"3,78342819213867";"5,93504333496094"
"817";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Janka Krá¾a 1";"Nová Dubnica";"01851";"7,02762680053711";;"7,47526092529297";"7,36867904663086";"7,58184280395508";;"4,03342628479004";;"7,84293975830078";;;"3,49913482666016";"7,66917572021484"
"818";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Sad Duklian. hrdinov 9";"Nová Dubnica";"01851";;;;;;;;;;;;;
"819";"Trenèiansky";"Ilava";"Obèianske zdruenia";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola";"Slov.národ.povstania 3";"Nová Dubnica";"01851";"5,70766983032227";;"6,75818481445313";"6,66814270019531";"6,84822616577148";;"0";;"5,12616882324219";;;"5,98083381652832";"7,00488433837891"
"820";"Trenèiansky";"Ilava";"Obèianske zdruenia";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Slov.národ.povstania 3";"Nová Dubnica";"01851";;;;;;;;;;;;;
"821";"Trenèiansky";"Ilava";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Spoj.šk.sv.J.Bosca-ZŠ";"Trenèianska 28";"Nová Dubnica";"01851";"5,43956871032715";;"6,12726631164551";"5,42232360839844";"6,83220901489258";;"1,76719665527344";;"6,35000152587891";;;"5,00291519165039";"2,43181266784668"
"822";"Trenèiansky";"Ilava";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Spoj.šk.sv. J.Bosca-Gym";"Trenèianska 28";"Nová Dubnica";"01851";"4,64819030761719";"4,05979881286621";;"1,52183885574341";"5,14656181335449";"3,29939155578613";"0,525566625595093";"8,53390426635742";"7,35591125488281";;"6,0168384552002";"3,50524139404297";
"823";"Trenèiansky";"Ilava";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Pruské 294";"Pruské";"01852";"3,1271936416626";"1,5537579536438";;"0";"2,33924732208252";"0,740804004669189";"4,48630218505859";"4,11412048339844";;;"3,80913467407227";"2,98561859130859";"4,45840492248535"
"824";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ s MŠ H.Gavlovièa";"Školská 369";"Pruské";"01852";"6,9991943359375";;"8,674560546875";"9,40664138793945";"7,94248046875";;"0,943286991119385";;"2,02835235595703";;;"2,89840831756592";"6,97272109985352"
"825";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Tuchyòa 105";"Tuchyòa";"01855";;;;;;;"0";;;;;;
"826";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Zliechov 47";"Zliechov";"01832";;;;;;;"0";;;;;"7,93296813964844";
"827";"Trenèiansky";"Myjava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Brestovec 147";"Brestovec";"90701";;;;;;;"0";;;;;"7,30461807250977";
"829";"Trenèiansky";"Myjava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hornı rad 89";"Brezová pod Bradlom";"90613";;;;;;;;;;;;;
"830";"Trenèiansky";"Myjava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sídl. Dolné Lúky 357";"Brezová pod Bradlom";"90613";"6,493798828125";;"8,0431526184082";"8,08069458007813";"8,00561065673828";;"0,442877054214478";;"6,96427993774414";;;"3,77711715698242";"7,033984375"
"831";"Trenèiansky";"Myjava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jablonka 1";"Jablonka";"90621";;;;;;;"0";;;;;;
"832";"Trenèiansky";"Myjava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kostolné 263";"Kostolné";"91613";;;;;;;"0";;"5,61534729003906";;;"6,36886329650879";"3,75497398376465"
"833";"Trenèiansky";"Myjava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"ZŠ M.R.Štefánika";"Košariská 81";"Košariská";"90615";;;;;;;"9,12162170410156";;"8,93899230957031";;;"5,94034996032715";
"834";"Trenèiansky";"Myjava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Krajné 173";"Krajné";"91616";"4,96692581176758";;"6,00214614868164";"4,9189624786377";"7,08533020019531";;"0";;;;;"4,69347915649414";"5,41289253234863"
"835";"Trenèiansky";"Myjava";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Jablonská 5";"Myjava";"90701";"6,6919807434082";"7,75435562133789";;"7,32514572143555";"8,41086883544922";"7,16215133666992";"2,36496810913086";"6,73848724365234";"7,90608215332031";;"5,58276634216309";"2,02060203552246";"6,75824356079102"
"836";"Trenèiansky";"Myjava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"m. è. Turá Lúka 103";"Myjava";"90703";;;;;;;"0";;"7,76319808959961";;;"6,91960372924805";
"837";"Trenèiansky";"Myjava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Partizánska 17";"Myjava";"90701";;;;;;;;;;;;;
"838";"Trenèiansky";"Myjava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stred.priemyselná škola";"SNP 8";"Myjava";"90701";"5,5111988067627";"5,80388374328613";;"6,58912124633789";"5,88834686279297";"5,53217926025391";"0,61976146697998";"6,25533866882324";"5,71788940429687";;"5,27514457702637";"3,59646186828613";"5,15369644165039"
"839";"Trenèiansky";"Myjava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štúrova 18";"Myjava";"90701";"5,62210388183594";;"6,70610809326172";"6,64339828491211";"6,76881790161133";;"0";;"7,93007278442383";;;"2,47267761230469";"7,41023101806641"
"840";"Trenèiansky";"Myjava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Továrenská 1";"Myjava";"90701";;;;;;;;;;;;;
"841";"Trenèiansky";"Myjava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Továrenská 1";"Myjava";"90701";;;;;;;;;;;;;
"842";"Trenèiansky";"Myjava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Továrenská 1";"Myjava";"90701";;;;;;;;;;;;;
"844";"Trenèiansky";"Myjava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Viestova 1";"Myjava";"90701";"6,32966499328613";;"7,7661865234375";"7,24663925170898";"8,28573455810547";;"0";;"7,20532913208008";;;"2,32985610961914";"7,04993133544922"
"845";"Trenèiansky";"Myjava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Rudník 2";"Rudník";"90623";;;;;;;"0";;"6,88722991943359";;;;
"846";"Trenèiansky";"Myjava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Stará Myjava 129";"Stará Myjava";"90701";;;;;;;"0";;;;;;
"847";"Trenèiansky";"Myjava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vrbovce 147";"Vrbovce";"90606";"6,7778076171875";;"8,07267761230469";"7,77121276855469";"8,37414245605469";;"0";;"8,3429573059082";;;"6,0424747467041";"4,90628547668457"
