"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"1310";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská ulica 16";"Jarok";"95148";;;;;;;;;;;"76,7787";"95,7356";;;;;;;;;;;;;;;;;;"67,7868";;;;
"1311";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Školská 330";"Jelenec";"95173";;;;;;;;;;;"54,7303";"80,5259";"91,8519";"99,2593";;;;;;;;;;;;;;;;"54,6327";;;;
"1312";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jelšovce 261";"Jelšovce";"95143";;;;;;;;;;;;;;;"66,6917";"73,6842";"67,5188";;;;;;;;;;;;;"61,4498";;;;
"1313";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Klasov 20";"Klasov";"95153";;;;;;;;;;;"21,423";"61,5494";;;"12,1805";"6,54135";"43,5338";;;;;;;;;;;;;"74,94";;;;
"1314";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Hlavná 198";"Kolíòany";"95178";;;;;;;;;;;"82,8773";"60,7676";;;;;;;;;;;;;;;;;;"91,0706";;;;
"1315";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Lehota 144";"Lehota";"95136";;;;;;;;;;;"68,3346";"36,1763";;;"25,8647";"40,9774";"62,0301";;;;;;;;;;;;;"53,9606";;;;
"1316";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 414";"Lúènica nad itavou";"95188";;;;;;;;;;;;;;;"71,203";"85,4887";"99,0226";;;;;;;;;;;;;;;;;
"1317";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 191";"Lukáèovce";"95123";;;;;;;;;;;;;;;"88,0451";"73,0827";"96,3158";;;;;;;;;;;;;"80,3168";;;;
"1319";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sasinkova 1";"Luianky";"95141";;;;;;;;;;;"8,36591";"58,6354";;;"14,5113";"13,0827";"10,2256";;;;;;;;;;;;;"85,4537";;;;
"1321";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Mojmírovce 1791";"Mojmírovce";"95115";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"72,6562";;;;
"1322";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Mojmírovce 897";"Mojmírovce";"95115";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"86,8132";;;;
"1323";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 8";"Mojmírovce";"95115";;;;;;;;;;;"86,3956";"84,1507";;;"25,9398";"47,218";"96,4662";;;;;;;;;;;;;"3,98464";;;;
"1324";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ knieaa Pribinu";"Andreja Šulgana 1";"Nitra";"94901";;;;;;;;;;;"91,8686";"71,1443";;;"30,0752";"51,5038";"85,8647";;;;;;;;;;;;;"11,2818";;;;
"1325";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Beethovenova 1";"Nitra";"94911";;;;;;;;;;;"34,4801";"81,2367";;;"12,0301";"36,6917";"85,2632";;;;;;;;;;;;;"32,9813";;;;
"1327";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Benkova 34";"Nitra";"94901";;;;;;;;;;;"86,3956";"71,1443";;;;;;;;;;;;;;;;;;"25,4441";;;;
"1328";"Nitriansky";"Nitra";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Boleèkova 2";"Nitra";"95050";"86,8812";;;;"70,8029";"25,1497";;;;;;;;;;;;;;;;;;;;;;;;"5,73394";;;;
"1329";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Cabajská 2";"Nitra";"94901";;;;;;;;;;;"80,6099";"62,5444";;;"61,4286";"35,4135";"94,6617";;;;;;;;;;;;;"42,1988";;;;
"1330";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Cabajská 4";"Nitra";"95050";"81,1881";"44";;;"81,2652";"40,7186";;"99,2095";;;;;;;;;;;;;;;;;;;;;;"25,6881";;;;
"1331";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ potravinárska";"Slovenskı";"Stredná odborná škola";"SOŠ potravinárska";"Cabajská 6";"Nitra";"94901";"8,16832";;;;"21,6545";;;;;;;;;;"11,7949";"18,4615";;;;;;;;;;;;;;"41,9725";;;;
"1332";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Cintorínska 4";"Nitra";"95050";"17,0792";;;;"10,219";"25,7485";;"24,9012";;;;;;;"14,8718";"8,71795";"25,1908";;;;;;;;;;;;;"44,9541";;;;
"1333";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠI - Praktická škola";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"31,25";;;;
"1334";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"88,9231";;;;
"1335";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"56,9231";;;;
"1337";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá 78";"Nitra";"94901";;;;;;;;;;;"92,4941";"71,1443";;;;;;;;;;;;;;;;;;"57,6092";;;;
"1338";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"Stredná odb. škola vet.";"Draovská 14";"Nitra";"95012";"75,7426";;;;"66,91";"48,503";;"63,2411";;;;;;;;;;;;;;;;;;;;;;"15,5963";;;;
"1339";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ krá¾a Svätopluka";"Draovská 6";"Nitra";"94901";;;;;;;;;;;"61,6888";"50,2488";;;"69,4737";"70,9023";"25,6391";;;;;;;;;;;;;"46,2314";;;;
"1340";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ïurkova 18";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"57,1429";;;;
"1341";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Dvorèanská 629";"Nitra";"94905";"27,4752";;;;"43,7956";"30,5389";;"79,8419";;;;;;;;;;;;;;;;;;;;;;"36,9266";;;;
"1342";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"SKŠ-Gymnázium sv.C.a M.";"Farská 19";"Nitra";"94901";"69,2683";"83,0846";;;;"46,5";;;;;;;;;;;;;;;;;;;;;;;;"11,2613";;;;
"1343";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdravot. škola";"Farská 23";"Nitra";"95050";"92,0792";;;;"84,6715";;;"59,6838";;;;;;;"54,8718";"47,6923";"58,7786";;;;;;;;;;;;;"51,8349";;;;
"1344";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"SKŠ-ZŠ sv. Svorada a B.";"Farská 43";"Nitra";"94901";;;;;;;;;;;"93,276";"94,5984";;;"8,19549";"5,71429";"36,0902";;;;;;;;;;;;;"9,07345";;;;
"1345";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Fatranská 14";"Nitra";"94901";;;;;;;;;;;"68,3346";"64,3213";;;"32,3308";"52,4812";"55,4887";;;;;;;;;;;;;"22,4676";;;;
"1346";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stredná priem. škola";"Fraòa Krá¾a 20";"Nitra";"94901";"79,9505";"95";;;"95,8637";"96,4072";;"83,004";;;;;;;;;;;;;;;;;;;;;;"10,0917";;;;
"1347";"Nitriansky";"Nitra";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Golianova 68";"Nitra";"94901";"85,3659";"68,1592";;;;"68";"77,4194";;;;;;;;"81,746";"56,3492";"75,3968";;;;;;;;;;;;;"2,7027";;;;
"1348";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krèméryho 2";"Nitra";"94901";;;;;;;;;;;"0,469117";"0,284293";;;"1,2782";"6,46617";"7,89474";;;;;;;;;;;;;"36,0058";;;;
"1349";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkr. ZUŠ H. Madariovej";"Krèméryho 2";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"53,022";;;;
"1350";"Nitriansky";"Nitra";"Súkromník";"Konzervatórium";"Slovenskı";"Konzervatórium";"Súkr. konzervatórium";"Krèméryho 2";"Nitra";"94901";"42,8571";;;;"7,14286";"85,7143";;;;;;;;;;;;;;;;;;;;;;;;"86,6667";;;;
"1351";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Levická 40";"Nitra";"95003";"26,2376";;;;"23,8443";"47,9042";;"26,8775";;;;;;;;;;;;;;;;;;;;;;"53,211";;;;
"1352";"Nitriansky";"Nitra";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ ANIMUS";"Levická cesta 40";"Nitra";"94901";"21,2871";;;;"39,9027";"31,7365";;"28,0632";;;;;;;;;;;;;;;;;;;;;;"3,66972";;;;
"1353";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"52,6154";;;;
"1354";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"96";;;;
"1355";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ŠZŠ t.p.";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46,7692";;;;
"1356";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Na Hôrke 30";"Nitra";"94911";;;;;;;;;;;"70,2893";"55,6503";;;"50,1504";"71,0526";"98,0451";;;;;;;;;;;;;"21,5074";;;;
"1357";"Nitriansky";"Nitra";"Súkromník";"ZŠ pre iakov s naruš.komunik.";"Slovenskı";"Špeciálna základná škola";"Súkr.ZŠ pre iak.s ch.r";"Na Hôrke 30";"Nitra";"94911";;;;;;;;;;;"86,6667";"46,6667";;;;;;;;;;;;;;;;;;"22,1538";;;;
"1358";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Nábreie mládee 1";"Nitra";"95028";"28,4653";;;;"19,2214";;;"77,8656";;;;;;;;;;;;;;;;;;;;;;"61,4679";;;;
"1359";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábreie mládee 5";"Nitra";"94901";;;;;;;;;;;"76,3096";"59,9858";;;"49,8496";"77,5188";"96,015";;;;;;;;;;;;;"18,1949";;;;
"1360";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Novozámocká 129";"Nitra";"94905";;;;;;;;;;;"4,76935";"4,69083";;;;;;;;;;;;;;;;;;"50,5041";;;;
"1361";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Španielsky bil.";"Gymnázium";"Gymnázium";"Párovská 1";"Nitra";"95050";"89,2683";"87,5622";;;;"86";;;;;;;;;;;;;;;;;;;;;;;;"1,8018";;;;
"1362";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ sv. Marka";"Petzwalova 1";"Nitra";"94911";;;;;;;;;;;"91,8686";"91,3291";;;"14,6617";"9,92481";"48,797";;;;;;;;;;;;;"57,4652";;;;
"1363";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Piaristická 2";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10,7143";;;;
"1364";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Piaristické gymnázium";"Piaristická 6";"Nitra";"94901";"25,8537";"16,4179";;;;"36,5";;;;;;;;;"8,73016";"80,1587";"24,6032";;;;;;;;;;;;;"43,6937";;;;
"1365";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sèasného 22";"Nitra";"94901";;;;;;;;;;;"0,860047";"0,355366";;;;;;;;;;;;;;;;;;"75,4201";;;;
"1366";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ potravinárska";"Slovenskı";"Stredná odborná škola";"Spojená školaSPŠP.HA.ŠG";"Slanèíkovej 2";"Nitra";"95050";"95,0495";"86";;;"79,562";"7,78443";;"79,0514";;;;;;;"55,3846";"68,2051";"38,9313";;;;;;;;;;;;;"15,1376";;;;
"1367";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Škultétyho 1";"Nitra";"94911";;;;;;;;;;;"70,2893";"72,7079";;;"27,594";"24,7368";"94,5865";;;;;;;;;;;;;"11,1858";;;;
"1368";"Nitriansky";"Nitra";"Súkromník";"Stredná umelecká škola";"Slovenskı";"Stredná odborná škola";"Súkr.stred.umelec.škola";"Škultétyho ul. 1";"Nitra";"94911";"79,9505";;;;"50,8516";;;;;;;;;;;;;;;;;;;;;;;;;"84,633";;;;
"1369";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZÁKL. ŠKOLA s MŠ pri ZZ";"Špitálska 6";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"35,3846";;;;
"1370";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Topo¾ová 8";"Nitra";"94901";;;;;;;;;;;"63,018";"55,6503";;;"33,8346";"44,0602";"29,8496";;;;;;;;;;;;;"22,2756";;;;
"1371";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tulipánová 1";"Nitra";"94901";;;;;;;;;;;"93,276";"81,592";;;"1,42857";"9,02256";"23,3835";;;;;;;;;;;;;"13,1541";;;;
"1372";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Vajanského 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"72,8022";;;;
"1373";"Nitriansky";"Nitra";"Obèianske zdruenia";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"upné námestie 3";"Nitra";"94911";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"19,7802";;;;
"1374";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri LVS";"Pri kaštieli 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95,3846";;;;
"1375";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jelenecká 72";"Nitrianske Hrnèiarovce";"95101";;;;;;;;;;;"67,5528";"83,3689";;;;;;;;;;;;;;;;;;"61,7379";;;;
"1376";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı - maïarskı ";"Špeciálna stredná škola";"Odborné uèilište int.";"Nová Ves nad itavou 68";"Nová Ves nad itavou";"95151";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"54,6875";;;;
"1377";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Partizánska 362";"Nová Ves nad itavou";"95151";;;;;;;;;;;"10,2424";"12,9353";;;;;;;;;;;;;;;;;;"72,9717";;;;
"1378";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nové Sady 176";"Nové Sady";"95124";;;;;;;;;;;"55,2776";"73,0633";;;;;;;;;;;;;;;;;;"55,2088";;;;
"1379";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podhorany-Sokolníky 8";"Podhorany";"95146";;;;;;;;;;;"65,2854";"72,7079";;;"10,8271";"13,4586";"19,6992";;;;;;;;;;;;;"86,5098";;;;
"1380";"Nitriansky";"Nitra";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Pohranice 245";"Pohranice";"95102";;;;;;;;;;;;"84,1507";"59,2593";"98,5185";"58,4211";"35,1128";"79,5489";;;;;;;;;;;;;"98,9438";;;;
"1381";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pohranice 444";"Pohranice";"95102";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"94,7672";;;;
"1382";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Mojmírovská 70";"Po¾nı Kesov";"95114";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1383";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Mojmírovská 70";"Po¾nı Kesov";"95114";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80,3077";;;;
"1384";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Po¾nı Kesov 69";"Po¾nı Kesov";"95114";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"96,6395";;;;
"1385";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rišòovce 427";"Rišòovce";"95121";;;;;;;;;;;"27,1306";"24,8756";;;"5,33835";"4,06015";"10,6015";;;;;;;;;;;;;;;;;
"1386";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rumanová 308";"Rumanová";"95137";;;;;;;;;;;;;;;"73,3835";"72,1805";"97,5188";;;;;;;;;;;;;"87,9501";;;;
"1387";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Svätoplukovo 37";"Svätoplukovo";"95116";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"71,0514";;;;
"1389";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 851";"Ve¾ké Záluie";"95135";;;;;;;;;;;"47,5371";"49,1116";;;;;;;;;;;;;;;;;;"25,012";;;;
"1390";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Hlavná 638";"Ve¾kı Cetín";"95105";;;;;;;;;;;;"36,1763";"86,6667";"97,037";"23,0075";"30,4511";"30,7519";;;;;;;;;;;;;"81,6131";;;;
"1391";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ve¾kı Lapáš 499";"Ve¾kı Lapáš";"95104";;;;;;;;;;;"89,7576";"37,8109";;;"73,985";"13,3083";"95,3383";;;;;;;;;;;;;"59,7216";;;;
"1392";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 1";"Vinodol";"95106";;;;;;;;;;;"91,8686";"25,7996";;;;;;;;;;;;;;;;;;"40,4225";;;;
"1393";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hlavná 1";"Vráble";"95201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"81,5934";;;;
"1395";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Levická 903";"Vráble";"95201";;;;;;;;;;;"27,3651";"34,0441";;;;;;;;;;;;;;;;;;"25,8761";;;;
"1396";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ sv. Vojtecha";"Levická 903";"Vráble";"95201";;;;;;;;;;;"37,5293";"27,7185";;;;;;;;;;;;;;;;;;"86,8939";;;;
"1397";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Nám. kpt. Nálepku 613";"Vráble";"95201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46,7692";;;;
"1398";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Nám. kpt. Nálepku 613";"Vráble";"95201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"90,4615";;;;
"1399";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sídlisko Lúky 1226";"Vráble";"95201";;;;;;;;;;;"93,3542";"85,8564";;;;;;;;;;;;;;;;;;"5,52088";;;;
"1400";"Nitriansky";"Nitra";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Školská 26";"Vráble";"95280";"78,0488";"46,7662";;;;"55,5";;;;;;;;;"5,55556";"57,1429";"7,93651";;;;;;;;;;;;;"24,7748";;;;
"1401";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Ul. 1. mája 500";"Vráble";"95201";"22,2772";;;;"30,4136";;;;;;;;;;"11,7949";"43,0769";;;;;;;;;;;;;;"7,33945";;;;
"1403";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vıèapy - Opatovce 185";"Vıèapy - Opatovce";"95144";;;;;;;;;;;"56,9195";"59,9858";;;"18,3459";"70,9023";"32,7068";;;;;;;;;;;;;"51,4162";;;;
"1404";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zbehy 661";"Zbehy";"95142";;;;;;;;;;;"87,0211";"98,1521";;;"78,2707";"56,1654";"98,2707";;;;;;;;;;;;;"54,7768";;;;
"1405";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"irany 394";"irany";"95174";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80,6049";;;;
"1406";"Nitriansky";"Nové Zámky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"kpt. Nálepku 43";"Bánov";"94101";;;;;;;;;;;"27,2088";"34,0441";;;"68,1955";"37,218";"79,8496";;;;;;;;;;;;;"24,4359";;;;
"1407";"Nitriansky";"Nové Zámky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bešeòov 628";"Bešeòov";"94141";;;;;;;;;;;;;;;"40,2256";"24,7368";"88,3459";;;;;;;;;;;;;"90,7345";;;;
"1408";"Nitriansky";"Nové Zámky";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Bešeòov 628";"Bešeòov";"94141";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"98,9438";;;;
"1411";"Nitriansky";"Nové Zámky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dedinka 142";"Dedinka";"94150";;;;;;;;;;;"2,03284";"31,1301";;;"11,5038";"8,1203";"32,8571";;;;;;;;;;;;;"87,9981";;;;
"1412";"Nitriansky";"Nové Zámky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ s MŠ J.Holèeka";"Dolnı Ohaj 583";"Dolnı Ohaj";"94143";;;;;;;;;;;"54,7303";"32,2672";;;;;;;;;;;;;;;;;;"83,5814";;;;
"1413";"Nitriansky";"Nové Zámky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dubník 72";"Dubník";"94135";;;;;;;;;;;"19,5465";"27,3632";;;"6,91729";"7,89474";"8,42105";;;;;;;;;;;;;"42,0547";;;;
"1414";"Nitriansky";"Nové Zámky";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ A.Majthényiho s VJM";"Hlavné námestie 13";"Dvory nad itavou";"94131";;;;;;;;;;;;"5,11727";"13,3333";"44,4444";"10,4511";"16,015";"6,8421";;;;;;;;;;;;;"61,9299";;;;
