"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_NJB1";"Mat_NJB2";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"356";"Bratislavskı";"Senec";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 181";"Reca";"92526";;;;;;;;;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"6";;;;;"6";"3";;;
"357";"Bratislavskı";"Senec";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 229";"Reca";"92526";;;;;;;;;;;;;"2011/12";"2011/12";"2011/12";;;;;;;;"34";;;;;"34";"2";;;
"358";"Bratislavskı";"Senec";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 266";"Rovinka";"90041";;;;;;;;;;;;;;;;;;;;;;;"244";;;;;"244";"18";;;
"359";"Bratislavskı";"Senec";"Súkromník";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ pri súkr. LVS";"Dia¾nièná 1";"Senec";"90301";;;;;;;;;;;;;;;;;;;;;;;"51";;;;;"51";"8";;;
"360";"Bratislavskı";"Senec";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Fándlyho 20";"Senec";"90301";;;;;;;;;;;;;;;;;;;;;;;"887";;;;;"887";;;;
"361";"Bratislavskı";"Senec";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Kysucká 14";"Senec";"90301";"22";;;;"16";;"2";;;;;;"2012/13";"2012/13";"2012/13";;;;;;;;"132";;;;;"132";"18";;;
"362";"Bratislavskı";"Senec";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium A. Bernoláka";"Lichnerova 69";"Senec";"90301";"26";"2";;;;"26";;;;;;;;;;;;;;;;;"285";;;;;"285";"20";;;
"363";"Bratislavskı";"Senec";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Spojená škola-Gym s VJM";"Lichnerova 71";"Senec";"90301";;;"6";"6";;"5";;;;;;;;;;;;;;;;;"140";;;;;"140";"17";;;
"364";"Bratislavskı";"Senec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mlynská 50";"Senec";"90301";;;;;;;;;"50";"50";;;"2007/08";"2007/08";"2007/08";;;;;;;;"720";;;;;"720";"44";;;
"365";"Bratislavskı";"Senec";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Nám. 1. mája 2";"Senec";"90301";;;;;;;;;;;;;;;;;;;;;;;"690";;;;;"690";;;;
"366";"Bratislavskı";"Senec";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Nám. A. Molnára 2";"Senec";"90301";;;;;;;;;;"16";"16";"16";;;;;;;;;;;"203";;;;;"203";"18";;;
"367";"Bratislavskı";"Senec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tajovského 1";"Senec";"90301";;;;;;;;;"89";"89";;;"2011/12";"2011/12";"2011/12";;;;;;;;"1209";;;;;"1209";"68";;;
"368";"Bratislavskı";"Senec";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠ - praktická škola";"Trnavská 2";"Senec";"90301";;;;;;;;;;;;;;;;;;;;;;;"7";;;;;"7";"2";;;
"369";"Bratislavskı";"Senec";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"SŠ - špeciálna ZŠ";"Trnavská 2";"Senec";"90301";;;;;;;;;;;;;;;;;;;;;;;"80";;;;;"80";"14";;;
"370";"Bratislavskı";"Senec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 7";"Tomášov";"90044";;;;;;;;;"23";"23";;;"2014/15";"2014/15";"2014/15";;;;;;;;"254";;;;;"254";"17";;;
"371";"Bratislavskı";"Senec";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 7";"Tomášov";"90044";;;;;;;;;;"12";"12";"12";;;;;;;;;;;"101";;;;;"101";"15";;;
"372";"Bratislavskı";"Senec";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola";"Tureò 200";"Tureò";"90301";;;;;;;;;;;;;;;;;;;;;;;"42";;;;;"42";"5";;;
"373";"Bratislavskı";"Senec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 4";"Ve¾kı Biel";"90024";;;;;;;;;"13";"13";;;"2006/07";"2006/07";"2006/07";;;;;;;;"197";;;;;"197";"13";;;
"375";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Blatná na Ostrove 203";"Blatná na Ostrove";"93032";;;;;;;;;;;;;;;;;;;;;;;"13";;;;;"13";"2";;;
"376";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Bohe¾ov 20";"Bohe¾ov";"92901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"377";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri LVS";"Èakany 7";"Èakany";"93040";;;;;;;;;;;;;;;;;;;;;;;"32";;;;;"32";"5";;;
"378";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Èenkovce 95";"Èenkovce";"93039";;;;;;;;;;;;;;;;;;;;;;;"36";;;;;"36";"4";;;
"379";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ M.Kóczána s VJM";"Hlavná 258";"Èiliská Radvaò";"93008";;;;;;;;;;"37";"37";"37";"2007/08";"2007/08";"2007/08";;;;;;;;"290";;;;;"290";"27";;;
"380";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 98";"Dobrohoš";"93031";;;;;;;;;;;;;"2013/14";"2013/14";"2013/14";;;;;;;;"9";;;;;"9";"3";;;
"382";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 27";"Dolnı Bar";"93014";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;"8";"1";;;
"383";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 113";"Dolnı Štál";"93010";;;;;;;;;;"25";"25";"25";;;;;;;;;;;"177";;;;;"177";"22";;;
"384";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hlavná 113";"Dolnı Štál";"93010";;;;;;;;;;;;;;;;;;;;;;;"188";;;;;"188";;;;
"385";"Trnavskı";"Dunajská Streda";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Maïarskı";"Základná škola";"Reformovaná ZŠ s VJM";"Hlavná 85";"Dolnı Štál";"93010";;;;;;;;;;"12";"12";"12";;;;;;;;;;;"95";;;;;"95";"13";;;
"386";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"SOŠ stavebná";"Maïarskı";"Stredná odborná škola";"SOŠ stavebná";"Gyulu Szabóa 1";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"188";;;;;"188";"21";;;
"387";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Maïarskı";"Špeciálna stredná škola";"PŠ s VJM ako súè. SŠ";"Gyulu Szabóa 1";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"17";;;;;"17";"4";;;
"388";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Spojená škola";"Gyulu Szabóa 1";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"11";;;;;"11";;;;
"389";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Spojená škola";"Gyulu Szabóa 1";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"22";;;;;"22";;;;
"390";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Stredná odborná škola";"Gyulu Szabóa 21";"Dunajská Streda";"92901";;;"64";"64";"47";"3";"12";;;;;;;;;;;;;;;;"447";;;;;"447";"45";;;
"391";"Trnavskı";"Dunajská Streda";"Súkromník";"Gymnázium";"Maïarskı";"Gymnázium";"Súkr.gymnázium s VJM";"Hlavná 21";"Dunajská Streda";"92901";;"16";"41";"41";;"37";;"4";;;;;;;;;;;;;;;"154";;;;;"154";"18";;;
"392";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hviezdoslavova ul. 2";"Dunajská Streda";"92901";;;;;;;;;;"84";"84";"84";"2007/08";"2007/08";"2007/08";;;;;;;;"633";;;;;"633";"51";;;
"393";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jilemnického ulica 11";"Dunajská Streda";"92901";;;;;;;;;"58";"58";;;"2010/11";"2010/11";"2010/11";;;;;;;;"675";;;;;"675";"40";;;
"394";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Komenského ulica 1";"Dunajská Streda";"92901";;;;;;;;;;"46";"46";"46";"2013/14";"2013/14";"2013/14";;;;;;;;"389";;;;;"389";"32";;;
"395";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"SOŠ technická";"Slovenskı - maïarskı ";"Stredná odborná škola";"SOŠ technická";"Kraèanská cesta 36";"Dunajská Streda";"92901";"19";"4";"20";"20";"27";"2";"10";;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;"141";;;;;"141";"17";;;
"396";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špeciálna ZŠ s VJM";"Nám. SNP 11";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"57";;;;;"57";"9";;;
"397";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Športové gymnázium";"Maïarskı";"Športové gymnázium";"Športové gymnázium";"Nám. sv. Štefana 3";"Dunajská Streda";"92901";;;"19";"19";;"13";;"5";;;;;;;;;;;;;;;"82";;;;;"82";"25";;;
"398";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Maïarskı";"Stredná odborná škola";"SOŠ rozv.vidieka s VJM";"Nám. sv. Štefana 3";"Dunajská Streda";"92938";;;"67";"67";"55";;"12";;;;;;;;;;;;;;;;"322";;;;;"322";"46";;;
"399";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Nám. sv. Štefana 3";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"38";;;;;"38";"6";;;
"400";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Nám. sv. Štefana 3";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;"8";;;;
"401";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Nám. sv. Štefana 3";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"11";;;;;"11";;;;
"402";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnázium Á. Vámberyho";"Nám. sv. Štefana 4";"Dunajská Streda";"92936";;"30";"65";"65";;"52";;"13";;;;;;;;;;;;;;;"397";;;;;"397";"40";;;
"403";"Trnavskı";"Dunajská Streda";"Súkromník";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Súkromná SOŠ s VJM";"Neratovické nám. 16";"Dunajská Streda";"92901";;;"62";"62";"34";"2";"26";;;;;;;;;;;;;;;;"502";;;;;"502";"44";;;
"404";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Smetanov háj 6";"Dunajská Streda";"92901";;;;;;;;;;;;;;;;;;;;;;;"605";;;;;"605";;;;
"405";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium L.Dúbravu";"Smetanov háj 8";"Dunajská Streda";"92901";"19";;;;;"17";;;;;;;"2013/14";"2013/14";"2013/14";;;;;;;;"189";;;;;"189";"23";;;
"406";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Smetanov háj 9";"Dunajská Streda";"92901";;;;;;;;;"11";"11";;;;;;;;;;;;;"227";;;;;"227";"19";;;
"407";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská ulica 1";"Dunajská Streda";"92901";;;;;;;;;;"62";"62";"62";"2006/07";"2006/07";"2006/07";;;;;;;;"631";;;;;"631";"46";;;
"408";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Str. zdravot. škola";"Športová 34";"Dunajská Streda";"92901";"18";;"31";"31";"28";;"21";;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;"221";;;;;"221";"29";;;
"409";"Trnavskı";"Dunajská Streda";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Maïarskı";"Základná škola";"Cirkevná ZŠ s VJM";"Trhovisko 1";"Dunajská Streda";"92901";;;;;;;;;;"8";"8";"8";;;;;;;;;;;"134";;;;;"134";"14";;;
"411";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hlavná 4";"Gabèíkovo";"93005";;;;;;;;;;;;;;;;;;;;;;;"211";;;;;"211";;;;
"412";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Komenského 1";"Gabèíkovo";"93005";;;;;;;;;;"36";"36";"36";"2015/16";"2015/16";"2015/16";;;;;;;;"296";;;;;"296";"26";;;
"413";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 3";"Gabèíkovo";"93005";;;;;;;;;"19";"19";;;;;;;;;;;;;"188";;;;;"188";"16";;;
"414";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Póšfa 82";"Holice";"93034";;;;;;;;;;"11";"11";"11";;;;;;;;;;;"171";;;;;"171";"19";;;
"415";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 120";"Horná Potôò";"93036";;;;;;;;;;"10";"10";"10";"2016/17";"2016/17";"2016/17";;;;;;;;"77";;;;;"77";"10";;;
"416";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská ulica 5";"Horné Mıto";"93013";;;;;;;;;;;;;;;;;;;;;;;"14";;;;;"14";"3";;;
"417";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 45";"Hornı Bar";"93033";;;;;;;;;;"8";"8";"8";;;;;;;;;;;"94";;;;;"94";"12";;;
"418";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hviezdoslavov 51";"Hviezdoslavov";"93041";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"419";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Záhradná 202";"Jahodná";"93021";;;;;;;;;;"10";"10";"10";;;;;;;;;;;"87";;;;;"87";"14";;;
"421";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Šipošovské 514";"Kostolné Kraèany";"93003";;;;;;;;;;;;;;;;;;;;;;;"33";;;;;"33";"8";;;
"422";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Kútniky 644";"Kútniky";"92901";;;;;;;;;;;;;;;;;;;;;;;"12";;;;;"12";"4";;;
"423";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kvetoslavov 266";"Kvetoslavov";"93041";;;;;;;;;;;;;"2012/13";"2012/13";"2012/13";;;;;;;;"56";;;;;"56";"5";;;
"424";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 116";"Lehnice";"93037";;;;;;;;;;"10";"10";"10";"2013/14";"2013/14";"2013/14";;;;;;;;"91";;;;;"91";"11";;;
"426";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 840";"Lehnice";"93037";;;;;;;;;"17";"17";;;"2015/16";"2015/16";"2015/16";;;;;;;;"211";;;;;"211";"17";;;
"428";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 23";"Mad";"93014";;;;;;;;;;;;;;;;;;;;;;;"5";;;;;"5";"1";;;
"429";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Malé Dvorníky 277";"Malé Dvorníky";"92901";;;;;;;;;;;;;;;;;;;;;;;"56";;;;;"56";"6";;;
"430";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Mierovo 22";"Mierovo";"93041";;;;;;;;;;;;;;;;;;;;;;;"17";;;;;"17";"2";;;
"431";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"eleznièná 98";"Michal na Ostrove";"93035";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;"8";"2";;;
"433";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Novı ivot 1";"Novı ivot";"93038";;;;;;;;;;"5";"5";"5";"2014/15";"2014/15";"2014/15";;;;;;;;"93";;;;;"93";"12";;;
"434";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Ohrady 20";"Ohrady";"93012";;;;;;;;;;;;;;;;;;;;;;;"29";;;;;"29";"5";;;
"435";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Maïarskı";"Špeciálna základná škola";"Spojená škola";"Gorkého 90";"Okoè";"93028";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"436";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Maïarskı";"Špeciálna stredná škola";"OU internátne";"Gorkého 90";"Okoè";"93028";;;;;;;;;;;;;;;;;;;;;;;"52";;;;;"52";"13";;;
"437";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 22";"Okoè";"93028";;;;;;;;;;"27";"27";"27";;;;;;;;;;;"245";;;;;"245";"20";;;
"438";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Hlavná 193";"Orechová Potôò";"93002";;;;;;;;;;"21";"21";"21";;;;;;;;;;;"162";;;;;"162";"18";;;
"440";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Padáò 289";"Padáò";"92901";;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;"11";;;;;"11";"2";;;
"441";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Pataš 228";"Pataš";"92901";;;;;;;;;;;;;;;;;;;;;;;"21";;;;;"21";"3";;;
"442";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Rohovce 106";"Rohovce";"93030";;;;;;;;;;"11";"11";"11";"2013/14";"2013/14";"2013/14";;;;;;;;"78";;;;;"78";"12";;;
"443";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola M.Bela";"Kláštorná 4";"Šamorín";"93101";;;;;;;;;"105";"105";;;"2016/17";"2016/17";"2016/17";;;;;;;;"1125";;;;;"1125";"67";;;
"444";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Mlieèno 124";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;"63";;;;;"63";"8";;;
"445";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Parková 4";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;"549";;;;;"549";;;;
"446";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Pomlejská cesta 1";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"447";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špeciálna ZŠ s VJM";"Pomlejská cesta 1";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"448";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Rybárska 2";"Šamorín";"93101";;;;;;;;;;"39";"39";"39";"2016/17";"2016/17";"2016/17";;;;;;;;"442";;;;;"442";"32";;;
"449";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnáz.I.Madácha s VJM";"Slneèná 2";"Šamorín";"93101";;"16";"26";"26";;"20";;"6";;;;;;;;;;;;;;;"227";;;;;"227";"21";;;
"450";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M.R.Štefánika";"Slneèná 2";"Šamorín";"93101";"16";"7";;;;"12";;"4";;;;;"2015/16";"2015/16";"2015/16";;;;;;;;"221";;;;;"221";"21";;;
"452";"Trnavskı";"Dunajská Streda";"Drustvo";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ SD Jednota";"Vinohradská 48";"Šamorín";"93101";"12";;;;"9";;"2";;;;;;;;;;;;;;;;"193";;;;;"193";"32";;;
"453";"Trnavskı";"Dunajská Streda";"Drustvo";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. HA SD Jednota";"Vinohradská 48";"Šamorín";"93101";"23";;;;"17";"5";;;;;;;;;;;;;;;;;"133";;;;;"133";"27";;;
"454";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Štvrtok na Ostrove 416";"Štvrtok na Ostrove";"93040";;;;;;;;;;"3";"3";"3";;;;;;;;;;;;;;;;;;;;
"455";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Štvrtok na Ostrove 416";"Štvrtok na Ostrove";"93040";;;;;;;;;;;;;;;;;;;;;;;"48";;;;;"48";"10";;;
"456";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 115";"Topo¾níky";"93011";;;;;;;;;;"15";"15";"15";;;;;;;;;;;"182";;;;;"182";"17";;;
"457";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Zákl.škola s MŠ s VaVJM";"Školská 492";"Trhová Hradská";"93013";;;;;;;;;;"24";"24";"24";;;;;;;;;;;"183";;;;;"183";"17";;;
"459";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ve¾ká Paka 253";"Ve¾ká Paka";"93051";;;;;;;;;;;;;;;;;;;;;;;"29";;;;;"29";"2";;;
"460";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Ve¾ké Blahovo 149";"Ve¾ké Blahovo";"93001";;;;;;;;;;;;;;;;;;;;;;;"23";;;;;"23";"3";;;
"462";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Bratislavská 38";"Ve¾kı Meder";"93201";;;;;;;;;;"52";"52";"52";"2016/17";"2016/17";"2016/17";;;;;;;;"530";;;;;"530";"48";;;
"463";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnáz.M.Korvína s VJM";"Bratislavská 38";"Ve¾kı Meder";"93212";;"7";"22";"22";;"14";;"8";;;;;;;;;;;;;;;"41";;;;;"41";"12";;;
"464";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı - maïarskı ";"Stredná odborná škola";"Obchodná akadémia";"Bratislavská 38";"Ve¾kı Meder";"93201";"14";;"61";"61";"34";"20";"18";"3";;;;;;;;;;;;;;;"268";;;;;"268";"30";;;
"466";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám. Bélu Bartóka 20";"Ve¾kı Meder";"93201";;;;;;;;;"15";"15";;;"2014/15";"2014/15";"2014/15";;;;;;;;"222";;;;;"222";"18";;;
