"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_NJB1";"Mat_NJB2";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"1242";"Nitriansky";"Levice";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium T.Smaragd";"SNP 26";"Levice";"93401";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;;;;;
"1243";"Nitriansky";"Levice";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Sv. Michala 36";"Levice";"93480";"43,8";;;;"43,2";"90,4";;;;;;;;;;;;;;;;;"0";;;;;"12,9921";"46,9697";;;
"1244";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Maïarskı";"Gymnázium";"Cirkevné gymnázium VJM";"Sv. Michala 38";"Levice";"93401";;"47,8";"82,8";"55,6";;"72,1";;;;;;;"68,4615";"67,1233";"71,1832";;;;;;;;"0";;;;;"34,2105";"76,9231";;;
"1245";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sv. Michala 42";"Levice";"93401";;;;;;;;;"62,5";"59,3";;;;;;;;;;;;;"0";;;;;"7,109";"80";;;
"1246";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 14";"Levice";"93401";;;;;;;;;"69";"69";;;"94,3089";"89,0411";"70,4782";;;;;;;;"0";;;;;"8,56031";"81,8182";;;
"1247";"Nitriansky";"Levice";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná umelecká škola Ladislava Bielika";"Vajanského 23";"Levice";"93403";"55,2";;;;"62,1";;;;;;;;;;;;;;;;;;"1,27389";;;;;"15,9236";"100";;;
"1248";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Z. Nejedlého 41";"Levice";"93401";;;;;;;;;;;;;;;;;;;;;;;"1,23457";;;;;"17,9012";"100";;;
"1249";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Z. Nejedlého 41";"Levice";"93401";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,6667";;;;
"1251";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 10";"Lok";"93538";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20";"54,5455";;;
"1252";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk. ZŠ sv. Pavla";"Nová Dedina 97";"Nová Dedina";"93525";;;;;;;;;"38,8";"39";;;;;;;;;;;;;"0";;;;;"12,3457";"70";;;
"1253";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Maïarskı";"Základná škola";"CZŠ P. Palásthyho s VJM";"Plášovce 5";"Plášovce";"93582";;;;;;;;;;"42,5";"54";"59,4";"68";"72,75";"83,25";;;;;;;;"0";;;;;"22,7273";"100";;;
"1254";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Plášovce 634";"Plášovce";"93582";;;;;;;;;"59,5";"43,8";;;"75,6098";"87,6712";"76,4031";;;;;;;;"0";;;;;"12,8205";"80";;;
"1255";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Plavé Vozokany 114";"Plavé Vozokany";"93569";;;;;;;;;"44,6";"27,1";;;"42,6829";"68,4211";"68,7035";;;;;;;;"0";;;;;"15,3846";"83,3333";;;
"1256";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Podluany 232";"Podluany";"93527";;;;;;;;;;;;;"90,4762";"80";"88,3212";;;;;;;;"0";;;;;"30";"66,6667";;;
"1257";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 120";"Pohronskı Ruskov";"93562";;;;;;;;;"56";"26,4";;;;;;;;;;;;;"5,55556";;;;;"13,8889";"93,3333";;;
"1258";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štiavnická cesta 26";"Pukanec";"93505";;;;;;;;;"48";"42,1";;;;;;;;;;;;;"0";;;;;"11,2903";"50";;;
"1259";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 10";"Rybník";"93523";;;;;;;;;"52,6";"51,4";;;"55,0847";"75,3425";"75,2595";;;;;;;;"0";;;;;"10,5263";"33,3333";;;
"1260";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Levická 25";"Santovka";"93587";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"15,7895";"100";;;
"1261";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Slatina 24";"Slatina";"93584";;;;;;;;;;;;;"87";"73,25";"83,75";;;;;;;;"0";;;;;"7,14286";"100";;;
"1262";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tekovská 17";"Starı Tekov";"93526";;;;;;;;;"68,5";"59,7";;;;;;;;;;;;;"0";;;;;"9,09091";"100";;;
"1263";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"E. B. Lukáèa 6";"Šahy";"93601";;;;;;;;;"41,7";"35";;;"80,8";"86,4865";"75,7396";;;;;;;;"0";;;;;"8,15451";"63,1579";;;
"1264";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı - maïarskı ";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"F. Rákocziho 1";"Šahy";"93601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"15,942";;;;
"1265";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı - maïarskı ";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"F. Rákocziho 1";"Šahy";"93601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"25";;;;
"1267";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Mládenícka 22";"Šahy";"93601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"15,0943";"100";;;
"1268";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnázium s VJM";"Mládenícka 22";"Šahy";"93601";;"59,3";"60,9";"49";;"65,7";;;;;;;;;;;;;;;;;"0";;;;;"11,6279";"20";;;
"1269";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola J. Krá¾a";"Mládenícka 24";"Šahy";"93601";;;;;;;;;"47,8";"43,8";;;"83,25";"81,75";"88,5";;;;;;;;"0";;;;;"7,51634";"65,2174";;;
"1270";"Nitriansky";"Levice";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Nám. B. Bartóka 1";"Šahy";"93601";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,85714";;;;
"1271";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Maïarskı";"Základná škola";"KSŠ - Cirkevná ZŠ";"Slov.národ.povstania 4";"Šahy";"93601";;;;;;;;;;"54";"67,7";"62,8";;;;;;;;;;;"0";;;;;"10,4265";"100";;;
"1272";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Maïarskı";"Gymnázium";"KSŠ - Gymnázium";"Slov.národ.povstania 4";"Šahy";"93601";;"55";"70,7";"38,4";;"76,1";;;;;;;;;;;;;;;;;"0";;;;;"13,0435";"77,7778";;;
"1273";"Nitriansky";"Levice";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Stredná odborná škola";"Slov.národ.povstania 41";"Šahy";"93601";;;"48,6";"32,7";"54,4";"65,4";"55,8";;;;;;;;;;;;;;;;"4,4843";;;;;"12,1076";"22,2222";;;
"1274";"Nitriansky";"Levice";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Mládenícka 24";"Šahy";"93601";;;;;;;;;;"50";"71,9";"73,2";"57,7236";"70,4225";"70,6579";;;;;;;;"0";;;;;"9,7166";"87,5";;;
"1275";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Šalov 58";"Šalov";"93571";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"22,2222";"50";;;
"1276";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Šarovce 426";"Šarovce";"93552";;;;;;;;;"39,5";"26,8";"40";"36,7";"66,2651";"53,8462";"65,1793";;;;;;;;"0";;;;;"17,0543";"72,7273";;;
"1278";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 37";"Tekovské Luany";"93541";;;;;;;;;"44,9";"28,9";;;"87,25";"75,5";"87,5";;;;;;;;"0";;;;;"10,3896";"37,5";;;
"1279";"Nitriansky";"Levice";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Komenského 37";"Tekovské Luany";"93541";;;;;;;;;;"49";"83,2";"89";"70";"85,5072";"70,5285";;;;;;;;"0";;;;;"19,6078";"70";;;
"1280";"Nitriansky";"Levice";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Kozmálovská cesta 9";"Tlmaèe";"93528";"48,9";;;;"68,2";;"30,8";;;;;;;;;;;;;;;;"0";;;;;"9,42029";"38,4615";;;
"1281";"Nitriansky";"Levice";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Stará 31";"Tlmaèe";"93521";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"6,72646";;;;
"1282";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 9";"Tlmaèe";"93521";;;;;;;;;"64,5";"56";;;"77,75";"71";"86,5";;;;;;;;"0";;;;;"7,8341";"100";;;
"1283";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ve¾ké Kozmálovce 56";"Ve¾ké Kozmálovce";"93521";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"19,0476";"75";;;
"1284";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Ve¾ké Ludince 390";"Ve¾ké Ludince";"93565";;;;;;;;;;"42,7";"63,3";"57,3";"89,25";"74,5";"89,25";;;;;;;;"0";;;;;"21,25";"58,8235";;;
"1285";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mochovská 4";"Ve¾kı Ïur";"93534";;;;;;;;;"68,9";"58,3";;;;;;;;;;;;;"0";;;;;"11,3636";"30";;;
"1286";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Vyškovce nad Ip¾om 34";"Vyškovce nad Ip¾om";"93577";;;;;;;;;;;;;"58,5714";"68,5714";"71,5909";;;;;;;;"0";;;;;"17,3913";"75";;;
"1287";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zbrojníky 177";"Zbrojníky";"93555";;;;;;;;;"50";"15";;;;;;;;;;;;;"0";;;;;"16,4179";"36,3636";;;
"1288";"Nitriansky";"Levice";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Komenského 1";"eliezovce";"93701";;;;;;;;;;"42,9";"62,3";"64,5";;;;;;;;;;;"0";;;;;"9,21502";"55,5556";;;
"1289";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnázium J.A.Kom.s VJM";"Štúrova 16";"eliezovce";"93701";;"54,2";"74,3";"54,3";;"76,1";;;;;;;;;;;;;;;;;"0";;;;;"13,4328";"77,7778";;;
"1291";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierová 67";"eliezovce";"93701";;;;;;;;;"65,6";"63,4";;;"63,64";"73,47";"61,85";;;;;;;;"0";;;;;"7,20339";"100";;;
"1292";"Nitriansky";"Levice";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štúrova 15";"eliezovce";"93701";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,8";;;;
"1293";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Štúrova 16";"eliezovce";"93701";"58,6";;;;;"52,7";;;;;;;"69,4118";"67,5676";"58,952";;;;;;;;"0";;;;;"12,069";"71,4286";;;
"1294";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı - maïarskı ";"Špeciálna základná škola";"ŠZŠ - Spec. Alapiskola";"Úzka 4";"eliezovce";"93701";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,2791";"85,7143";;;
"1295";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oslobodite¾ov 30";"emberovce";"93502";;;;;;;;;"71,5";"75";;;"75,7812";"68,9189";"72,2222";;;;;;;;"0";;;;;"13,913";"68,75";;;
"1296";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Alekšince 395";"Alekšince";"95122";;;;;;;;;"58,4";"58,7";;;"75,1306";"72,3958";"85,4731";;;;;;;;"0";;;;;"8,33333";"50";;;
"1297";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Báb 225";"Báb";"95134";;;;;;;;;"60";"54,4";;;;;;;;;;;;;"0";;;;;"12,3596";"72,7273";;;
"1298";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nitrianska 98";"Branè";"95113";;;;;;;;;"48,3";"42,5";;;;;;;;;;;;;"0";;;;;"10,8844";"37,5";;;
"1299";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"èas Cabaj 197";"Cabaj - Èápor";"95117";;;;;;;;;"62,6";"53,6";;;;;;;;;;;;;"0";;;;;"7,21154";"53,3333";;;
"1300";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"èas Èápor 1085";"Cabaj - Èápor";"95117";;;;;;;;;"60";"51,5";;;"69,9187";"68,4931";"69,7738";;;;;;;;"0";;;;;"11,6667";"100";;;
"1301";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová 201";"Èakajovce";"95143";;;;;;;;;"54,9";"50,7";;;"68,6747";"82,0513";"66,4391";;;;;;;;"0";;;;;"13,4146";"100";;;
"1302";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Nitrianska 1";"Èechynce";"95107";;;;;;;;;;;;;"83,0799";"76,0417";"96,2252";;;;;;;;"0";;;;;"16,2162";"66,6667";;;
"1303";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èe¾adice 87";"Èe¾adice";"95103";;;;;;;;;"47,4";"41,3";;;"78,6878";"58,0729";"79,8831";;;;;;;;"0";;;;;"10,6557";"76,9231";;;
"1304";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èifáre 137";"Èifáre";"95161";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"25";"50";;;
"1305";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Dolné Obdokovce 183";"Dolné Obdokovce";"95102";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"13,3333";"100";;;
"1306";"Nitriansky";"Nitra";"Súkromník";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Súkromná SOŠ s VJM";"Dolné Obdokovce 71";"Dolné Obdokovce";"95102";;;"49,4";"40,5";"59,4";;;;;;;;;;;;;;;;;;"0";;;;;"26,5306";"15,3846";;;
"1307";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Golianovo 60";"Golianovo";"95108";;;;;;;;;"65,2";"51";;;"66,6667";"64,3836";"59,82";;;;;;;;"0";;;;;"9,09091";"68,75";;;
"1308";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Farská ulica 20";"Horné Lefantovce";"95145";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"14,2857";"33,3333";;;
"1309";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Novozámocká 300";"Ivanka pri Nitre";"95112";;;;;;;;;"59,7";"62,4";;;"63,2313";"67,7083";"77,1612";;;;;;;;"0";;;;;"7,87879";"38,4615";;;
"1310";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská ulica 16";"Jarok";"95148";;;;;;;;;"62,9";"59,6";;;;;;;;;;;;;"0";;;;;"10,2941";"42,8571";;;
"1311";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Školská 330";"Jelenec";"95173";;;;;;;;;"48,6";"44,6";"61,3";"82,8";;;;;;;;;;;"0";;;;;"8,70968";"74,0741";;;
"1312";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jelšovce 261";"Jelšovce";"95143";;;;;;;;;;;;;"88,983";"88,5714";"81,9797";;;;;;;;"0";;;;;"15,7895";"100";;;
"1313";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Klasov 20";"Klasov";"95153";;;;;;;;;"49,9";"48,3";;;"64,1667";"63,3803";"76,0338";;;;;;;;"0";;;;;"11,215";"25";;;
"1314";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Hlavná 198";"Kolíòany";"95178";;;;;;;;;"51";"76,3";;;;;;;;;;;;;"0";;;;;"19,7531";"62,5";;;
"1315";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Lehota 144";"Lehota";"95136";;;;;;;;;"60";"50,6";;;"74,7967";"80,2817";"80,4116";;;;;;;;"0";;;;;"9,79021";"64,2857";;;
"1316";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 414";"Lúènica nad itavou";"95188";;;;;;;;;;;;;"89,7946";"92,9688";"94,0476";;;;;;;;"0";;;;;;;;;
"1317";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 191";"Lukáèovce";"95123";;;;;;;;;;;;;"97,3214";"88,4058";"91,8605";;;;;;;;"0";;;;;"13,7931";"75";;;
"1319";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sasinkova 1";"Luianky";"95141";;;;;;;;;"50,4";"52";;;"66,6667";"69,863";"64,0641";;;;;;;;"0";;;;;"13,5417";"100";;;
"1321";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Mojmírovce 1791";"Mojmírovce";"95115";;;;;;;;;;;;;;;;;;;;;;;"1,7094";;;;;"24,7863";"0";;;
"1322";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Mojmírovce 897";"Mojmírovce";"95115";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"6,28571";;;;
"1323";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 8";"Mojmírovce";"95115";;;;;;;;;"66,5";"57,7";;;"74,8283";"81,7708";"91,9008";;;;;;;;"0";;;;;"6,30137";"17,3913";;;
"1324";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ knieaa Pribinu";"Andreja Šulgana 1";"Nitra";"94901";;;;;;;;;"63,3";"58,6";;;"76,3556";"82,9688";"86,9189";;;;;;;;"0";;;;;"6,65362";"82,3529";;;
"1325";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Beethovenova 1";"Nitra";"94911";;;;;;;;;"68";"68,7";;;"63,8708";"78,9062";"86,6626";;;;;;;;"0";;;;;"7,8341";"47,0588";;;
"1327";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Benkova 34";"Nitra";"94901";;;;;;;;;"61,1";"55,7";;;;;;;;;;;;;"0";;;;;"7,34597";"100";;;
"1328";"Nitriansky";"Nitra";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Boleèkova 2";"Nitra";"95050";"63,1";;;;"62,3";"81";;;;;;;;;;;;;;;;;"2,51256";;;;;"8,29146";"66,6667";;;
"1329";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Cabajská 2";"Nitra";"94901";;;;;;;;;"68,8";"59,2";;;"87,4896";"78,3854";"90,4684";;;;;;;;"1,38889";;;;;"7,63889";"86,3636";;;
"1330";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Cabajská 4";"Nitra";"95050";"58,7";"35,7";;;"68,4";"80";"47,5";;;;;;;;;;;;;;;;"0";;;;;"9,29293";"43,4783";;;
"1331";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ potravinárska";"Slovenskı";"Stredná odborná škola";"SOŠ potravinárska";"Cabajská 6";"Nitra";"94901";"39,2";;;;"49,6";;"40";;;;;;"51,18";"65,75";;;;;;;;;"0";;;;;"10,4478";"63,2653";;;
"1332";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Cintorínska 4";"Nitra";"95050";"47,2";;;;"45,7";"77,1";"48,3";;;;;;"56,32";"54,84";"64,16";;;;;;;;"1,26316";;;;;"10,5263";"60";;;
"1333";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠI - Praktická škola";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20,9302";"0";;;
"1334";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"30";;;;
"1335";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"18,75";"0";;;
"1337";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá 78";"Nitra";"94901";;;;;;;;;"78,5";"62,3";;;;;;;;;;;;;"0";;;;;"10,3896";"50";;;
"1338";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"Stredná odb. škola vet.";"Draovská 14";"Nitra";"95012";"56,6";;;;"56,7";"73,1";"41";;;;;;;;;;;;;;;;"0,860215";;;;;"9,03226";"100";;;
"1339";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ krá¾a Svätopluka";"Draovská 6";"Nitra";"94901";;;;;;;;;"56";"55";;;"89,4309";"87,6712";"71,3408";;;;;;;;"2,04082";;;;;"10,2041";"50";;;
"1340";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ïurkova 18";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"5,13196";;;;
"1341";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Dvorèanská 629";"Nitra";"94905";"44,2";;;;"48";"66,9";"47,5";;;;;;;;;;;;;;;;"0";;;;;"10,2302";"45";;;
"1342";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"SKŠ-Gymnázium sv.C.a M.";"Farská 19";"Nitra";"94901";"70,7";"55";;;;"65,3";;;;;;;;;;;;;;;;;"0";;;;;;;;;
"1343";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdravot. škola";"Farská 23";"Nitra";"95050";"59,4";;;;"66,4";;"48,9";;;;;;"78,25";"77,5";"77,5";;;;;;;;"1,17188";;;;;"10,7422";"100";;;
"1344";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"SKŠ-ZŠ sv. Svorada a B.";"Farská 43";"Nitra";"94901";;;;;;;;;"67,9";"63,1";;;"59,0361";"61,5385";"74,2308";;;;;;;;"0";;;;;"7,08215";"68";;;
"1345";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Fatranská 14";"Nitra";"94901";;;;;;;;;"66,9";"64,4";;;"77,2358";"83,0986";"78,3907";;;;;;;;"0";;;;;"7,03812";"47,9167";;;
