"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_NJB1";"Mat_NJB2";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"2954";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ s MŠ";"Letná ulica 34";"Poprad";"05801";;;;;;;;;"71,8";"66,8";;;;;;;;;;;;;"0";;;;;"8,55856";"55,2632";;;
"2955";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Spojená škola - ZUŠ";"Letná ulica 34";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"3,7037";;;;
"2956";"Prešovskı";"Poprad";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium";"Rovná 15";"Poprad";"05801";"70,9";;;;;;;;;;;;;;;;;;;;;;"0";;;;;"15,4545";"88,2353";;;
"2957";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravotnícka škola";"Levoèská 5";"Poprad";"05801";"59,2";;;;"53,4";;"47,7";;;;;;"86,971";"73,3974";"88,9025";;;;;;;;"0";;;;;"11,7021";"54,5455";;;
"2958";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Str. priemyselná škola";"Mnohe¾ova 828";"Poprad";"05846";"56,8";"42,3";;;"69,5";"87,1";"51,6";;;;;;;;;;;;;;;;"0";;;;;"10,0548";"100";;;
"2959";"Prešovskı";"Poprad";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Murgašova 94";"Poprad";"05801";"62,9";"30";;;"60";"83,6";"50,7";;;;;;"83,46";"69,86";;;;;;;;;"1,85615";;;;;"7,65661";"100";;;
"2960";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Okruná 25";"Poprad";"05801";"36,7";;;;"31,6";;"21,7";;;;;;;;;;;;;;;;"0";;;;;"9,27536";"56,25";;;
"2961";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"27,2727";"66,6667";;;
"2962";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20,8333";;;;
"2963";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"15";;;;
"2964";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,6667";;;;
"2965";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Partizánska 2";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20,9677";;;;
"2966";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štefánikova ulica 72";"Poprad";"05801";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"3,86473";;;;
"2969";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Tajovského ulica 17";"Poprad";"05801";;;;;;;;;"63,1";"67,9";;;;;;;;;;;;;"0";;;;;"7,22348";"62,5";;;
"2970";"Prešovskı";"Poprad";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. stredná odb.škola";"Ul. 29. augusta 4812";"Poprad";"05801";"67,8";"40,3";;;"77";;;;;;;;;;;;;;;;;;"1,46341";;;;;"7,56098";"96,7742";;;
"2971";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ";"Ulica mládee 7";"Poprad";"05801";;;;;;;;;"60";"38,2";;;;;;;;;;;;;"0";;;;;"6,36364";"28,5714";;;
"2972";"Prešovskı";"Poprad";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Ulica SNP 1253";"Poprad";"05801";"52,5";;;;"54,7";;"58";;;;;;;;;;;;;;;;"0,860215";;;;;"10,7527";"54";;;
"2973";"Prešovskı";"Poprad";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Hlavná 1";"Poprad";"05951";"42,4";;;;"54,7";;"34,8";;;;;;"79,3103";"92,1875";;;;;;;;;"0";;;;;"10,8209";"58,6207";;;
"2974";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ul. Fraòa Krá¾a 2";"Poprad";"05801";;;;;;;;;"57,6";"58,3";;;;;;;;;;;;;"0";;;;;"7,52351";"62,5";;;
"2976";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Koperníkova ulica 21";"Poprad";"05801";;;;;;;;;"40,9";"38,6";;;;;;;;;;;;;"0";;;;;"9,15751";"88";;;
"2978";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vagonárska ulica 4";"Poprad";"05801";;;;;;;;;"62,6";"60,9";;;;;;;;;;;;;"0";;;;;"7,69231";"43,75";;;
"2979";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 311";"Spišská Teplica";"05934";;;;;;;;;"62,5";"66,4";;;;;;;;;;;;;"0";;;;;"7,64706";"84,6154";;;
"2981";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 8";"Spišské Bystré";"05918";;;;;;;;;"52,6";"59,3";;;;;;;;;;;;;"0";;;;;"8,55263";"57,6923";;;
"2982";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Kaštie¾ 3";"Spišskı Štiavnik";"05914";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"17,1171";"94,7368";;;
"2984";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slneèná 422";"Spišskı Štiavnik";"05914";;;;;;;;;"63,6";"68,2";;;;;;;;;;;;;"0";;;;;"7,67263";"90";;;
"2985";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Slneèná 422";"Spišskı Štiavnik";"05914";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,8224";"94,4444";;;
"2986";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 2";"Svit";"05921";;;;;;;;;"67,9";"68,8";;;;;;;;;;;;;"0";;;;;"6,63984";"100";;;
"2987";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Kpt. Nálepku 29";"Svit";"05921";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"6,09137";;;;
"2988";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierová 134";"Svit";"05921";;;;;;;;;"70,8";"72";;;"80,8878";"80,2083";"88,1935";;;;;;;;"0";;;;;"7,53247";"55,1724";;;
"2989";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Mierová 171";"Svit";"05921";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"14,4231";"73,3333";;;
"2990";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Štefánikova 39";"Svit";"05921";"47,7";"15";;;"52,7";;"38,6";;;;;;;;;;;;;;;;"0,571429";;;;;"9,14286";"68,75";;;
"2991";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 3";"Štrba";"05938";;;;;;;;;"60";"63,9";;;;;;;;;;;;;"0";;;;;"9,67742";"72,2222";;;
"2992";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská 3";"Štrba";"05938";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"5,31561";;;;
"2994";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"SNP 469";"Šuòava";"05939";;;;;;;;;"63,1";"50,6";;;;;;;;;;;;;"0";;;;;"8,04598";"64,2857";;;
"2996";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Švábovce 180";"Švábovce";"05912";;;;;;;;;"45,2";"43";;;;;;;;;;;;;"0";;;;;"8,69565";"54,5455";;;
"2997";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 240";"Ve¾kı Slavkov";"05991";;;;;;;;;"51,5";"35";;;"94,8333";"86,9792";"93,497";;;;;;;;"0";;;;;"8,55263";"76,9231";;;
"2999";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vikartovce 6";"Vikartovce";"05919";;;;;;;;;"76";"79";;;;;;;;;;;;;"0";;;;;"7,16981";"31,5789";;;
"3001";"Prešovskı";"Poprad";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vydrník 121";"Vydrník";"05914";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"9,57447";"88,8889";;;
"3003";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dolnı Smokovec 21";"Vysoké Tatry";"05981";;;;;;;;;"79,7";"68,3";;;"80,8361";"73,6979";"84,9011";;;;;;;;"0";;;;;"12,7119";"80";;;
"3004";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Dolnı Smokovec 70";"Vysoké Tatry";"05981";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"7,44681";;;;
"3005";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Hornı Smokovec 26";"Vysoké Tatry";"06201";"43,8";;;;"50,2";;"29,1";;;;;;"62,3";"67,61";;;;;;;;;"0";;;;;"10,1538";"15,1515";;;
"3006";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tatranská Lomnica 123";"Vysoké Tatry";"05960";;;;;;;;;"88";"78,2";;;;;;;;;;;;;"0";;;;;"8,94737";"70,5882";;;
"3007";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Tatranská Lomnica 123";"Vysoké Tatry";"05960";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,9505";;;;
"3008";"Prešovskı";"Poprad";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšné Hágy 29";"Vysoké Tatry";"05984";;;;;;;;;;;;;"98,3333";"81,9444";"74,2765";;;;;;;;"0";;;;;"17,2414";"40";;;
"3009";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"diar 255";"diar";"05955";;;;;;;;;"63,3";"69,2";;;;;;;;;;;;;"0";;;;;"9,58904";"35,7143";;;
"3010";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Abranovce 29";"Abranovce";"08252";;;;;;;;;;;;;"63,7594";"70,8333";"84,5089";;;;;;;;"0";;;;;"7,89474";"66,6667";;;
"3011";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bajerov 96";"Bajerov";"08241";;;;;;;;;"42,5";"38,8";;;;;;;;;;;;;"0";;;;;"9,93377";"66,6667";;;
"3012";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bertotovce 91";"Bertotovce";"08235";;;;;;;;;;;;;"89,4397";"97,9167";"93,75";;;;;;;;"0";;;;;"13,0435";"66,6667";;;
"3013";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bzenov 143";"Bzenov";"08242";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"11,5385";"66,6667";;;
"3014";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èelovce 41";"Èelovce";"08214";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;;;;;
"3015";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Ev.sp.šk.i. - PŠ inter.";"Èervenica 114";"Èervenica";"08207";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"25";"100";;;
"3016";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"ŠZŠ pre hluchoslepıch intern.";"Slovenskı";"Špeciálna základná škola";"Ev.sp.šk.i.- ŠZŠhs.int.";"Èervenica 114";"Èervenica";"08207";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"33,3333";"100";;;
"3017";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èervenica 61";"Èervenica";"08207";;;;;;;;;"54,4";"62,5";;;;;;;;;;;;;"0";;;;;"8,60927";"69,2308";;;
"3018";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Demjata 57";"Demjata";"08213";;;;;;;;;;;;;"67,8571";"91,0448";"80,4983";;;;;;;;"0";;;;;"12,5";"60";;;
"3019";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám. kpt. Nálepku 12";"Drienov";"08204";;;;;;;;;"61,9";"60,3";;;;;;;;;;;;;"0";;;;;"9,27835";"88,8889";;;
"3020";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Drienovská Nová Ves 50";"Drienovská Nová Ves";"08201";;;;;;;;;;;;;"71,6418";"80,4348";"53,1165";;;;;;;;"0";;;;;"10";"66,6667";;;
"3021";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Grófske nádvorie 2";"Fintice";"08216";;;;;;;;;"61,6";"60,6";;;;;;;;;;;;;"0";;;;;"8,42105";"43,75";;;
"3022";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Frièovce 21";"Frièovce";"08237";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"9,09091";"50";;;
"3023";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Fulianka 9";"Fulianka";"08212";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"27,2727";"33,3333";;;
"3024";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Gregorovce 93";"Gregorovce";"08266";;;;;;;;;;;;;"70,2703";"81,25";"52,4194";;;;;;;;"0";;;;;"16,6667";"66,6667";;;
"3026";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hermanovce 374";"Hermanovce";"08235";;;;;;;;;"81,8";"74,4";;;;;;;;;;;;;"0";;;;;"12,963";"50";;;
"3027";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hrabkov 159";"Hrabkov";"08233";;;;;;;;;"63,7";"62,7";;;;;;;;;;;;;"0";;;;;"14,8148";"66,6667";;;
"3028";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Chme¾ov 161";"Chme¾ov";"08215";;;;;;;;;"34";"27,5";;;"28,0488";"26,3158";"47,556";;;;;;;;"0";;;;;"15";"77,7778";;;
"3030";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 28";"Chminianska Nová Ves";"08233";;;;;;;;;"65,2";"50,3";;;"60,9756";"78,0822";"71,0135";;;;;;;;"2,55754";;;;;"8,4399";"60,6061";;;
"3031";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Chminianske Jakubovany 21";"Chminianske Jakubovany";"08233";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"19,1489";"77,7778";;;
"3032";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Chminianske Jakubovany 21";"Chminianske Jakubovany";"08233";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"15,7534";"100";;;
"3033";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kapušany 367";"Kapušany";"08212";;;;;;;;;"65,4";"63,8";;;"100";"87,1429";"70,9791";;;;;;;;"0";;;;;"8,03383";"100";;;
"3034";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Michala";"Kendice 424";"Kendice";"08201";;;;;;;;;"52";"35";;;"68,18";"83,67";"68,64";;;;;;;;"0";;;;;"8,33333";"61,1111";;;
"3036";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kojatice 84";"Kojatice";"08232";;;;;;;;;;;;;;;;;;;;;;;"7,84314";;;;;"11,7647";"66,6667";;;
"3037";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kokošovce 121";"Kokošovce";"08252";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"15,3846";"100";;;
"3038";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lada 97";"Lada";"08212";;;;;;;;;;;;;"80,4055";"87,2396";"76,4137";;;;;;;;"0";;;;;"16";"50";;;
"3040";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lemešany 154";"Lemešany";"08203";;;;;;;;;"53,1";"47,3";;;"96,748";"87,3239";"62,58";;;;;;;;"0";;;;;"10,6796";"18,1818";;;
"3041";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lesíèek 53";"Lesíèek";"08207";;;;;;;;;;;;;"76,4651";"61,4583";"72,2619";;;;;;;;"0";;;;;"7,31707";"100";;;
"3042";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lièartovce 56";"Lièartovce";"08203";;;;;;;;;;;;;"89,7007";"95,0521";"88,9881";;;;;;;;"0";;;;;"13,0435";"66,6667";;;
"3044";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lipovce 125";"Lipovce";"08236";;;;;;;;;"57,3";"77,9";;;;;;;;;;;;;"0";;;;;"12,5";"81,8182";;;
"3045";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Stránická 26";"¼ubotice";"08006";;;;;;;;;"55,6";"47,7";;;"81,5675";"78,125";"86,1213";;;;;;;;"0";;;;;"6,72566";"21,0526";;;
"3046";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"¼ubovec 35";"¼ubovec";"08242";;;;;;;;;;;;;"98,51";"93,18";"74,66";;;;;;;;"0";;;;;"8,33333";"100";;;
"3047";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Malı Slivník 28";"Malı Slivník";"08267";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,6667";"44,4444";;;
"3048";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Medzany 182";"Medzany";"08221";;;;;;;;;"53,4";"59,7";;;;;;;;;;;;;"0";;;;;"9,58904";"64,2857";;;
"3050";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Mirkovce 37";"Mirkovce";"08206";;;;;;;;;;;;;"51,8987";"75";"54,803";;;;;;;;"0";;;;;"9,61539";"50";;;
"3051";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Nemcovce 62";"Nemcovce";"08212";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"33,3333";"25";;;
"3052";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Okruná 63";"Okruná";"08212";;;;;;;;;;;;;"91,9643";"77,1429";"80,6";;;;;;;;"0";;;;;"19,0476";"100";;;
"3053";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ovèie 34";"Ovèie";"08238";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"20";"75";;;
"3055";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Petrovany 274";"Petrovany";"08253";;;;;;;;;"64,8";"49,7";;;;;;;;;;;;;"0";;;;;"8,13953";"42,8571";;;
"3056";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Podhorany 109";"Podhorany";"08212";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"11,5385";"83,3333";;;
"3057";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bajkalská 29";"Prešov";"08001";;;;;;;;;"63,6";"59,8";;;"82,9497";"80,9896";"89,8133";;;;;;;;"0";;;;;"7,15884";"59,375";;;
"3058";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Str. priemyselná škola";"Bardejovská 24";"Prešov";"08001";"48,2";;;;"55,4";;;;;;;;;;;;;;;;;;"0";;;;;"11,7284";"52,6316";;;
"3059";"Prešovskı";"Prešov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Baštová 23";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"5,59611";;;;
"3060";"Prešovskı";"Prešov";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Baštová 32";"Prešov";"08085";"57,6";;;;"59,7";"69,8";"77,7";;;;;;"70,11";"95,31";"56,4";;;;;;;;"0";;;;;"9,2559";"39,2157";;;
"3061";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Cirkevná ZŠ s MŠ";"Bernolákova 21";"Prešov";"08001";;;;;;;;;;;;;"78,0488";"88,8889";"82,2034";;;;;;;;"0";;;;;"12,5";"85";;;
"3062";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium P. P. Gojdièa";"Bernolákova 21";"Prešov";"08001";"66,3";"46,7";;;;"52,6";;;;;;;;;;;;;;;;;"0";;;;;"18,6916";"55";;;
"3064";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èeskoslovenskej armády 2";"Prešov";"08001";;;;;;;;;"61,9";"58,5";;;;;;;;;;;;;"0";;;;;"6,58307";"98,4127";;;
"3065";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ strojnícka";"Duklianska 1";"Prešov";"08001";"49,9";;;;"54,8";;"31,2";;;;;;;;;;;;;;;;"0,945626";;;;;"10,4019";"36,3636";;;
"3066";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Zákl.škola sv. Mikuláša";"Duklianska 16";"Prešov";"08001";;;;;;;;;"49,3";"54,5";;;;;;;;;;;;;"0";;;;;"8,27815";"92";;;
"3067";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Cirkevná ZUŠ";"Duklianska 16";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"4,74576";;;;
"3068";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium sv. Mikuláša";"Duklianska 16";"Prešov";"08001";"64,2";"34,2";;;;"53,7";;;;;;;;;;;;;;;;;"6,36943";;;;;"8,28025";"76,9231";;;
"3069";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ZŠ pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ZŠsl.p.i.";"Duklianska 2";"Prešov";"08001";;;;;;;;;"32";"30,6";;;;;;;;;;;;;"19,3548";;;;;"19,3548";"100";;;
"3070";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"Spoj. škola - ZŠnks.i";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;"0";;;;;"16,1017";;;;
